X,Y,publicaddress,caseNumber,precinct,reportedDate,timestamp,reportedTime,beginDate,timestamp,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.23514621,44.94836963,0025XX LAKE ST E,MP202057490         ,3,3/3/20,00:00:00+00,1721,3/3/20,00:00:00+00,2020/03/03 23:21:00+00,1100,BIKETF  ,BIKE THEFT                    ,7,2020/03/03 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/03 00:00:00+00,2020/03/04 07:00:15+00,18720
-93.24735431,44.9386287,0035XX CEDAR AVE S,MP202057373         ,3,3/3/20,00:00:00+00,1451,3/1/20,00:00:00+00,2020/03/03 20:51:00+00,200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/03/03 00:00:00+00,20991,-93.247363,44.9386332,-10380248,5611865,Powderhorn Park,2020/03/03 00:00:00+00,2020/03/04 07:00:15+00,18719
-93.24739923,44.94564844,0031XX CEDAR AVE S,MP202057298         ,3,3/3/20,00:00:00+00,1320,3/2/20,00:00:00+00,2020/03/03 19:20:00+00,1600,THEFT   ,OTHER THEFT                   ,7,2020/03/03 00:00:00+00,11630,-93.24740293,44.94565013,-10380253,5612969,Corcoran,2020/03/03 00:00:00+00,2020/03/04 07:00:15+00,18716
-93.21462869,44.94833784,0040XX LAKE ST E,MP2020701182        ,3,3/3/20,00:00:00+00,7,3/2/20,00:00:00+00,2020/03/03 06:07:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/03 00:00:00+00,14413,-93.21463011,44.94834397,-10376605,5613392,Cooper,2020/03/03 00:00:00+00,2020/03/04 07:00:15+00,18740
-93.24726448,44.96346735,0009XX CEDAR AVE S,MP202055235         ,3,3/1/20,00:00:00+00,436,3/1/20,00:00:00+00,2020/03/01 10:36:00+00,0,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,5,2020/03/01 00:00:00+00,18794,-93.24726717,44.96347096,-10380238,5615772,Seward,2020/03/01 00:00:00+00,2020/03/02 07:00:17+00,16123
-93.25313946,44.94836327,0015XX LAKE ST E,MP202055249         ,3,3/1/20,00:00:00+00,348,3/1/20,00:00:00+00,2020/03/01 09:48:00+00,348,ROBPAG  ,ROBBERY PER AGG               ,4,2020/03/01 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Powderhorn Park,2020/03/01 00:00:00+00,2020/03/02 07:00:17+00,16124
-93.22101571,44.94835691,0035XX LAKE ST E,MP202054949         ,3,2/29/20,00:00:00+00,2138,2/29/20,00:00:00+00,2020/03/01 03:38:00+00,2138,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/03/01 00:00:00+00,19375,-93.22101794,44.9483609,-10377316,5613395,Longfellow,2020/03/01 00:00:00+00,2020/03/02 07:00:17+00,16106
-93.26585063,44.94835056,0006XX LAKE ST E,MP202054657         ,3,2/29/20,00:00:00+00,1656,2/29/20,00:00:00+00,2020/02/29 22:56:00+00,1551,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/29 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Phillips West,2020/02/29 00:00:00+00,2020/03/01 07:00:16+00,15501
-93.27602854,44.94835056,0001XX LAKE ST E,MP202054446         ,5,2/29/20,00:00:00+00,1032,2/28/20,00:00:00+00,2020/02/29 16:32:00+00,2220,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/03/01 00:00:00+00,19101,-93.2760326,44.94835309,-10383440,5613394,Lyndale,2020/03/01 00:00:00+00,2020/03/02 07:00:17+00,16091
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP2020701137        ,1,2/29/20,00:00:00+00,303,2/28/20,00:00:00+00,2020/02/29 09:03:00+00,2356,THEFT   ,OTHER THEFT                   ,7,2020/02/29 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2020/02/29 00:00:00+00,2020/03/01 07:00:16+00,15510
-93.27347732,44.94835056,0002XX LAKE ST E,MP202053962         ,3,2/28/20,00:00:00+00,2153,2/28/20,00:00:00+00,2020/02/29 03:53:00+00,2120,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/02/29 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Phillips West,2020/02/29 00:00:00+00,2020/03/01 07:00:16+00,15485
-93.23514621,44.94836963,0025XX LAKE ST E,MP202053611         ,3,2/28/20,00:00:00+00,1446,2/28/20,00:00:00+00,2020/02/28 20:46:00+00,1446,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/28 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/02 00:00:00+00,2020/03/03 07:00:12+00,14433
-93.24734533,44.93501676,0037XX CEDAR AVE S,MP202053541         ,3,2/28/20,00:00:00+00,1349,2/28/20,00:00:00+00,2020/02/28 19:49:00+00,419,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/29 00:00:00+00,12314,-93.2473466,44.93502056,-10380247,5611297,Powderhorn Park,2020/02/29 00:00:00+00,2020/03/01 07:00:16+00,15469
-93.23514621,44.94836963,0025XX LAKE ST E,MP202051934         ,3,2/27/20,00:00:00+00,1616,2/26/20,00:00:00+00,2020/02/27 22:16:00+00,1925,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/27 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/28 00:00:00+00,2020/02/29 07:00:12+00,14395
-93.24867484,44.94564844,0031XX 18TH AVE S,MP202052629         ,3,43888,00:00:00+00,1507,43888,00:00:00+00,2020/02/27 21:07:00+00,1405,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/28 00:00:00+00,22415,-93.24867734,44.94565083,-10380395,5612969,Powderhorn Park,2020/02/28 00:00:00+00,2020/02/29 07:00:12+00,14415
-93.24804602,44.94836963,0018XX LAKE ST E,MP202052603         ,3,2/27/20,00:00:00+00,1401,2/27/20,00:00:00+00,2020/02/27 20:01:00+00,1401,THEFT   ,OTHER THEFT                   ,7,2020/02/28 00:00:00+00,21925,-93.24804949,44.94837021,-10380325,5613397,East Phillips,2020/02/29 00:00:00+00,2020/03/01 07:00:16+00,14413
-93.22636069,44.95017521,0031XX 29TH ST E,MP202051023         ,3,43886,00:00:00+00,2249,43885,00:00:00+00,2020/02/26 04:49:00+00,1500,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/26 00:00:00+00,11276,-93.22636963,44.95017765,-10377911,5613681,Longfellow,2020/02/26 00:00:00+00,2020/02/27 07:00:12+00,9381
-93.21205951,44.94833784,0042XX LAKE ST E,MP202050693         ,3,2/25/20,00:00:00+00,1449,2/24/20,00:00:00+00,2020/02/25 20:49:00+00,1845,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/26 00:00:00+00,14495,-93.21206053,44.94834202,-10376319,5613392,Cooper,2020/02/26 00:00:00+00,2020/02/27 07:00:12+00,9370
-93.24738126,44.94213232,0033XX CEDAR AVE S,MP202050515         ,3,2/25/20,00:00:00+00,1016,2/25/20,00:00:00+00,2020/02/25 16:16:00+00,951,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/25 00:00:00+00,22413,-93.24738317,44.94213373,-10380251,5612416,Corcoran,2020/02/25 00:00:00+00,2020/02/26 07:00:11+00,7381
-93.23078938,44.94836963,0028XX LAKE ST E,MP202050086         ,3,2/24/20,00:00:00+00,1950,2/24/20,00:00:00+00,2020/02/25 01:50:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/25 00:00:00+00,17469,-93.23079496,44.94837304,-10378404,5613397,Longfellow,2020/02/25 00:00:00+00,2020/02/26 07:00:11+00,7367
-93.25440609,44.94836327,0014XX LAKE ST E,MP202049589         ,3,2/24/20,00:00:00+00,1405,2/24/20,00:00:00+00,2020/02/24 20:05:00+00,454,BURGB   ,BURGLARY OF BUSINESS          ,6,2020/02/24 00:00:00+00,20183,-93.25441298,44.94836452,-10381033,5613396,Powderhorn Park,2020/02/24 00:00:00+00,2020/02/25 07:00:11+00,3984
-93.22637865,44.94836963,0031XX LAKE ST E,MP202049643         ,3,2/24/20,00:00:00+00,1047,2/24/20,00:00:00+00,2020/02/24 16:47:00+00,1047,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/24 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/03/04 00:00:00+00,2020/03/05 07:00:14+00,3988
-93.24739025,44.9510144,0028XX CEDAR AVE S,MP202048845         ,3,2/23/20,00:00:00+00,1000,2/23/20,00:00:00+00,2020/02/23 16:00:00+00,845,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/23 00:00:00+00,21416,-93.24739481,44.95101495,-10380252,5613813,East Phillips,2020/02/23 00:00:00+00,2020/02/24 07:00:12+00,2819
-93.25058825,44.94836327,0016XX LAKE ST E,MP202047982         ,3,2/22/20,00:00:00+00,1128,1/24/20,00:00:00+00,2020/02/22 17:28:00+00,700,THEFT   ,OTHER THEFT                   ,7,2020/02/23 00:00:00+00,21924,-93.25059333,44.94836761,-10380608,5613396,Powderhorn Park,2020/02/23 00:00:00+00,2020/02/24 07:00:12+00,2794
-93.24739923,44.94564844,0031XX CEDAR AVE S,MP202047952         ,3,2/22/20,00:00:00+00,1102,2/21/20,00:00:00+00,2020/02/22 17:02:00+00,1730,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/23 00:00:00+00,11630,-93.24740293,44.94565013,-10380253,5612969,Corcoran,2020/02/23 00:00:00+00,2020/02/24 07:00:12+00,2793
-93.2473633,44.95463805,0026XX CEDAR AVE S,MP202047851         ,3,2/22/20,00:00:00+00,701,2/22/20,00:00:00+00,2020/02/22 13:01:00+00,550,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/23 00:00:00+00,21404,-93.24736686,44.95464106,-10380249,5614383,East Phillips,2020/02/23 00:00:00+00,2020/02/24 07:00:12+00,2788
-93.23514621,44.94836963,0025XX LAKE ST E,MP202047322         ,3,2/21/20,00:00:00+00,1839,2/21/20,00:00:00+00,2020/02/22 00:39:00+00,1800,THEFT   ,OTHER THEFT                   ,7,2020/02/23 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/03/05 00:00:00+00,2020/03/06 07:00:15+00,2777
-93.24726448,44.96346735,0009XX CEDAR AVE S,MP2020700991        ,3,2/21/20,00:00:00+00,1055,2/19/20,00:00:00+00,2020/02/21 16:55:00+00,2359,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/21 00:00:00+00,18794,-93.24726717,44.96347096,-10380238,5615772,Seward,2020/02/21 00:00:00+00,2020/02/22 07:00:12+00,36908
-93.23514621,44.94836963,0025XX LAKE ST E,MP202046475         ,3,2/20/20,00:00:00+00,2132,2/20/20,00:00:00+00,2020/02/21 03:32:00+00,1930,THEFT   ,OTHER THEFT                   ,7,2020/02/21 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/21 00:00:00+00,2020/02/22 07:00:12+00,36870
-93.24859399,44.95823604,0024XX 18TH AVE S,MP202045924         ,3,43881,00:00:00+00,945,43880,00:00:00+00,2020/02/20 15:45:00+00,1430,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/20 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2020/02/20 00:00:00+00,2020/02/21 07:00:12+00,36360
-93.26585063,44.94835056,0006XX LAKE ST E,MP202045497         ,3,2/19/20,00:00:00+00,2052,2/19/20,00:00:00+00,2020/02/20 02:52:00+00,1705,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/20 00:00:00+00,21578,-93.26585648,44.94835234,-10382307,5613394,Central,2020/02/20 00:00:00+00,2020/02/21 07:00:12+00,36339
-93.2454948,44.94836963,0018XX LAKE ST E,MP202045443         ,3,2/19/20,00:00:00+00,1949,2/19/20,00:00:00+00,2020/02/20 01:49:00+00,1800,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/20 00:00:00+00,19780,-93.24550112,44.94837115,-10380041,5613397,Corcoran,2020/02/20 00:00:00+00,2020/02/21 07:00:12+00,36336
-93.26203279,44.94835691,0008XX LAKE ST E,MP202045411         ,3,2/19/20,00:00:00+00,1809,2/19/20,00:00:00+00,2020/02/20 00:09:00+00,1809,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/20 00:00:00+00,19111,-93.26204108,44.94835805,-10381882,5613395,Powderhorn Park,2020/02/21 00:00:00+00,2020/02/22 07:00:12+00,36333
-93.24734533,44.93501676,0037XX CEDAR AVE S,MP2020700946        ,3,2/19/20,00:00:00+00,1315,2/18/20,00:00:00+00,2020/02/19 19:15:00+00,2200,TMVP    ,THEFT-MOTR VEH PARTS          ,7,2020/02/19 00:00:00+00,12314,-93.2473466,44.93502056,-10380247,5611297,Standish,2020/02/19 00:00:00+00,2020/02/20 07:00:16+00,36223
-93.22637865,44.94836963,0031XX LAKE ST E,MP202045075         ,3,2/19/20,00:00:00+00,1314,2/19/20,00:00:00+00,2020/02/19 19:14:00+00,1147,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/20 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/02/20 00:00:00+00,2020/02/21 07:00:12+00,36323
-93.23514621,44.94836963,0025XX LAKE ST E,MP202044500         ,3,2/18/20,00:00:00+00,1841,2/18/20,00:00:00+00,2020/02/19 00:41:00+00,1841,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/18 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/20 00:00:00+00,2020/02/21 07:00:12+00,36114
-93.23514621,44.94836963,0025XX LAKE ST E,MP202043599         ,3,2/17/20,00:00:00+00,2336,2/17/20,00:00:00+00,2020/02/18 05:36:00+00,1920,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/18 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/18 00:00:00+00,2020/02/20 07:00:16+00,36058
-93.27094407,44.94835056,0003XX LAKE ST E,MP2020700862        ,3,2/14/20,00:00:00+00,1133,2/6/20,00:00:00+00,2020/02/14 17:33:00+00,1115,THEFT   ,OTHER THEFT                   ,7,2020/02/16 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Central,2020/02/16 00:00:00+00,2020/02/20 07:00:16+00,36173
-93.25313946,44.94836327,0015XX LAKE ST E,MP202040027         ,3,2/13/20,00:00:00+00,2129,2/12/20,00:00:00+00,2020/02/14 03:29:00+00,100,ROBPER  ,ROBBERY OF PERSON             ,4,2020/02/14 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Midtown Phillips,2020/02/14 00:00:00+00,2020/02/20 07:00:16+00,35882
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP202039815         ,1,2/13/20,00:00:00+00,1437,2/13/20,00:00:00+00,2020/02/13 20:37:00+00,1226,THEFT   ,OTHER THEFT                   ,7,2020/02/14 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2020/02/14 00:00:00+00,2020/02/20 07:00:16+00,35869
-93.26839286,44.94835056,0005XX LAKE ST E,MP202039741         ,3,2/13/20,00:00:00+00,1315,2/12/20,00:00:00+00,2020/02/13 19:15:00+00,1630,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/14 00:00:00+00,21863,-93.26839478,44.94835183,-10382590,5613394,Phillips West,2020/02/21 00:00:00+00,2020/02/21 07:00:12+00,35867
-93.22362082,44.94836327,0033XX LAKE ST E,MP2020700837        ,3,2/13/20,00:00:00+00,927,2/12/20,00:00:00+00,2020/02/13 15:27:00+00,1815,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/13 00:00:00+00,14410,-93.22362686,44.94836604,-10377606,5613396,Longfellow,2020/02/13 00:00:00+00,2020/02/20 07:00:16+00,36162
-93.21335308,44.9483442,0041XX LAKE ST E,MP202039298         ,3,2/12/20,00:00:00+00,2223,2/12/20,00:00:00+00,2020/02/13 04:23:00+00,1930,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/13 00:00:00+00,14490,-93.21335593,44.94834635,-10376463,5613393,Cooper,2020/02/13 00:00:00+00,2020/02/20 07:00:16+00,35841
-93.22920834,44.94836963,0029XX LAKE ST E,MP202039366         ,3,2/12/20,00:00:00+00,2222,2/12/20,00:00:00+00,2020/02/13 04:22:00+00,1740,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/13 00:00:00+00,16971,-93.22920921,44.94837413,-10378228,5613397,Longfellow,2020/02/13 00:00:00+00,2020/02/20 07:00:16+00,35850
-93.21462869,44.94833784,0040XX LAKE ST E,MP202039300         ,3,2/12/20,00:00:00+00,2059,2/12/20,00:00:00+00,2020/02/13 02:59:00+00,1930,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/13 00:00:00+00,14413,-93.21463011,44.94834397,-10376605,5613392,Cooper,2020/02/13 00:00:00+00,2020/02/20 07:00:16+00,35842
-93.22637865,44.94836963,0031XX LAKE ST E,MP2020700806        ,3,2/11/20,00:00:00+00,1411,2/4/20,00:00:00+00,2020/02/11 20:11:00+00,1231,THFTSW  ,THEFT BY SWINDLE              ,7,2020/02/12 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/02/12 00:00:00+00,2020/02/20 07:00:16+00,36143
-93.27602854,44.94835056,0001XX LAKE ST E,MP202037511         ,5,2/10/20,00:00:00+00,2322,2/10/20,00:00:00+00,2020/02/11 05:22:00+00,2200,ASLT2   ,ASSLT W/DNGRS WEAPON          ,5,2020/02/11 00:00:00+00,19101,-93.2760326,44.94835309,-10383440,5613394,Whittier,2020/02/11 00:00:00+00,2020/02/12 07:00:12+00,32571
-93.24131763,44.94836963,0021XX LAKE ST E,MP202037310         ,3,2/10/20,00:00:00+00,1948,2/10/20,00:00:00+00,2020/02/11 01:48:00+00,1745,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/11 00:00:00+00,21927,-93.2413201,44.94837153,-10379576,5613397,East Phillips,2020/02/11 00:00:00+00,2020/02/12 07:00:12+00,32562
-93.24735431,44.93682276,0036XX CEDAR AVE S,MP202037234         ,3,2/10/20,00:00:00+00,1913,2/10/20,00:00:00+00,2020/02/11 01:13:00+00,730,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/10 00:00:00+00,20675,-93.24735478,44.93682742,-10380248,5611581,Standish,2020/02/10 00:00:00+00,2020/02/11 07:00:13+00,32194
-93.25313946,44.94836327,0015XX LAKE ST E,MP202037015         ,3,2/10/20,00:00:00+00,1202,2/7/20,00:00:00+00,2020/02/10 18:02:00+00,1000,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/11 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Powderhorn Park,2020/02/11 00:00:00+00,2020/02/12 07:00:12+00,32551
-93.25694832,44.94835691,0012XX LAKE ST E,MP202036254         ,3,2/9/20,00:00:00+00,2119,2/9/20,00:00:00+00,2020/02/10 03:19:00+00,1805,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/10 00:00:00+00,20181,-93.2569536,44.94836326,-10381316,5613395,Midtown Phillips,2020/02/10 00:00:00+00,2020/02/11 07:00:13+00,32175
-93.24724652,44.97075733,0003XX CEDAR AVE S,MP202036209         ,1,2/9/20,00:00:00+00,1717,2/1/20,00:00:00+00,2020/02/09 23:17:00+00,0,THEFT   ,OTHER THEFT                   ,7,2020/02/10 00:00:00+00,20344,-93.24725145,44.97076328,-10380236,5616919,Cedar Riverside,2020/02/10 00:00:00+00,2020/02/11 07:00:13+00,32170
-93.24739923,44.94921521,0029XX CEDAR AVE S,MP202035460         ,3,2/8/20,00:00:00+00,2100,2/8/20,00:00:00+00,2020/02/09 03:00:00+00,1850,DASLT2  ,2ND DEG DOMES ASLT            ,5,2020/02/09 00:00:00+00,21417,-93.24740736,44.94922115,-10380253,5613530,East Phillips,2020/02/10 00:00:00+00,2020/02/11 07:00:13+00,30470
-93.2472555,44.96717283,0006XX CEDAR AVE S,MP202034667         ,1,2/7/20,00:00:00+00,2059,2/7/20,00:00:00+00,2020/02/08 02:59:00+00,2015,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/08 00:00:00+00,19222,-93.24725864,44.96717526,-10380237,5616355,Cedar Riverside,2020/02/08 00:00:00+00,2020/02/09 07:00:13+00,30433
-93.24739025,44.9510144,0028XX CEDAR AVE S,MP202034106         ,3,2/7/20,00:00:00+00,1015,2/2/20,00:00:00+00,2020/02/07 16:15:00+00,1700,BIKETF  ,BIKE THEFT                    ,7,2020/02/13 00:00:00+00,21416,-93.24739481,44.95101495,-10380252,5613813,East Phillips,2020/02/13 00:00:00+00,2020/02/20 07:00:16+00,35784
-93.24737228,44.94043458,0034XX CEDAR AVE S,MP202033239         ,3,2/6/20,00:00:00+00,1414,2/6/20,00:00:00+00,2020/02/06 20:14:00+00,1315,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/06 00:00:00+00,11627,-93.24737347,44.94043612,-10380250,5612149,Corcoran,2020/02/06 00:00:00+00,2020/02/07 07:00:12+00,28040
-93.2107839,44.9483442,0043XX LAKE ST E,MP202033228         ,3,2/6/20,00:00:00+00,1255,2/6/20,00:00:00+00,2020/02/06 18:55:00+00,1248,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/06 00:00:00+00,14494,-93.2107897,44.94834439,-10376177,5613393,Cooper,2020/02/06 00:00:00+00,2020/02/07 07:00:12+00,28039
-93.23947609,44.94836327,0022XX LAKE ST E,MP202032705         ,3,2/5/20,00:00:00+00,2300,2/5/20,00:00:00+00,2020/02/06 05:00:00+00,2140,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/06 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2020/02/06 00:00:00+00,2020/02/07 07:00:12+00,28022
-93.23514621,44.94836963,0025XX LAKE ST E,MP202032626         ,3,2/5/20,00:00:00+00,2120,2/5/20,00:00:00+00,2020/02/06 03:20:00+00,2015,SHOPLF  ,SHOPLIFTING                   ,7,2020/02/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/10 00:00:00+00,2020/02/11 07:00:13+00,28020
-93.23947609,44.94836327,0022XX LAKE ST E,MP202032122         ,3,2/5/20,00:00:00+00,1331,2/4/20,00:00:00+00,2020/02/05 19:31:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/06 00:00:00+00,19113,-93.23947859,44.94836879,-10379371,5613396,East Phillips,2020/02/06 00:00:00+00,2020/02/07 07:00:12+00,27995
-93.25313946,44.94836327,0015XX LAKE ST E,MP202031614         ,3,2/4/20,00:00:00+00,2357,2/4/20,00:00:00+00,2020/02/05 05:57:00+00,2000,THEFT   ,OTHER THEFT                   ,7,2020/02/05 00:00:00+00,20184,-93.25314102,44.94836708,-10380892,5613396,Powderhorn Park,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,27969
-93.23514621,44.94836963,0025XX LAKE ST E,MP202031602         ,3,2/4/20,00:00:00+00,2324,2/4/20,00:00:00+00,2020/02/05 05:24:00+00,1929,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,27967
-93.23514621,44.94836963,0025XX LAKE ST E,MP202030603         ,3,2/4/20,00:00:00+00,1319,2/3/20,00:00:00+00,2020/02/04 19:19:00+00,1300,THEFT   ,OTHER THEFT                   ,7,2020/02/04 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,25393
-93.23514621,44.94836963,0025XX LAKE ST E,MP202031017         ,3,2/4/20,00:00:00+00,1017,2/4/20,00:00:00+00,2020/02/04 16:17:00+00,945,THEFT   ,OTHER THEFT                   ,7,2020/02/05 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,27936
-93.2473094,44.9242241,0043XX CEDAR AVE S,MP2020700677        ,3,2/4/20,00:00:00+00,223,2/1/20,00:00:00+00,2020/02/04 08:23:00+00,2300,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/05 00:00:00+00,12339,-93.24731731,44.92422671,-10380243,5609600,Ericsson,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,28046
-93.27347732,44.94835056,0002XX LAKE ST E,MP202030126         ,3,2/3/20,00:00:00+00,1744,2/2/20,00:00:00+00,2020/02/03 23:44:00+00,1500,TFMV    ,THEFT FROM MOTR VEHC          ,7,2020/02/04 00:00:00+00,19103,-93.27348353,44.94835479,-10383156,5613394,Phillips West,2020/02/04 00:00:00+00,2020/02/05 07:00:18+00,25369
-93.26965948,44.94835056,0004XX LAKE ST E,MP202030355         ,3,2/3/20,00:00:00+00,1638,2/3/20,00:00:00+00,2020/02/03 22:38:00+00,1638,THEFT   ,OTHER THEFT                   ,7,2020/02/03 00:00:00+00,19130,-93.26966558,44.94835107,-10382731,5613394,Central,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,24511
-93.24739923,44.94564844,0031XX CEDAR AVE S,MP202030351         ,3,2/3/20,00:00:00+00,1551,2/3/20,00:00:00+00,2020/02/03 21:51:00+00,710,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/05 00:00:00+00,11630,-93.24740293,44.94565013,-10380253,5612969,Corcoran,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,27929
-93.22637865,44.94836963,0031XX LAKE ST E,MP202030124         ,3,2/3/20,00:00:00+00,1117,1/31/20,00:00:00+00,2020/02/03 17:17:00+00,1600,THEFT   ,OTHER THEFT                   ,7,2020/02/04 00:00:00+00,14408,-93.22638723,44.94837258,-10377913,5613397,Longfellow,2020/02/04 00:00:00+00,2020/02/05 07:00:18+00,25368
-93.27094407,44.94835056,0003XX LAKE ST E,MP202030044         ,3,2/3/20,00:00:00+00,1007,2/3/20,00:00:00+00,2020/02/03 16:07:00+00,930,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/04 00:00:00+00,21861,-93.27094948,44.94835251,-10382874,5613394,Phillips West,2020/02/04 00:00:00+00,2020/02/05 07:00:18+00,25364
-93.23514621,44.94836963,0025XX LAKE ST E,MP202029373         ,3,2/2/20,00:00:00+00,1240,2/2/20,00:00:00+00,2020/02/02 18:40:00+00,913,AUTOTH  ,AUTOMOBILE THEFT              ,8,2020/02/03 00:00:00+00,19097,-93.23514707,44.94837171,-10378889,5613397,Longfellow,2020/02/05 00:00:00+00,2020/02/07 07:00:12+00,24487
